用户id,游戏1,平台1,游戏2,平台2,游戏3,平台3,游戏4,平台4,游戏5,平台5,游戏6,平台6,游戏7,平台7,游戏8,平台8
121,疯狂的拍打,爱变现,欢乐消水果,聚享游,小猪酷跑,享玩,聚乐斗地主或美女斗地主,多游
122,聚乐斗地主或美女斗地主,爱变现,欢乐消水果,聚享游,西游战记,享玩,幻想小勇士,多游
123,欢乐水果,爱变现,聚乐斗地主或美女斗地主,聚享游,幻想小勇士,享玩,红心斗地主,多游
124,梦幻水果,爱变现,特工使命,聚享游,疯狂的拍打,享玩,欢乐水果,多游
125,别吃鸡,爱变现,水果联盟,聚享游,疯狂水果,享玩,欢乐水果,多游
126,暴击联盟,爱变现,八向箭头,聚享游,幻想小勇士,享玩,疯狂水果,多游
127,水果盛宴大狂欢,爱变现,疯狂水果,聚享游,欢乐消水果,享玩,幻想小勇士,多游
128,疯狂的拍打,爱变现,幻想小勇士,聚享游,爱玩斗地主,享玩,水果武士,多游
129,水果武士,爱变现,小猪酷跑,聚享游,别吃鸡,享玩,捕鱼来了街机版,多游
130,红心斗地主,爱变现,特工使命,聚享游,幻想小勇士,享玩,小猪酷跑,多游
131,欢乐消水果,爱变现,醉天下,聚享游,水果联盟,享玩,暴击联盟,多游
132,别吃鸡,爱变现,天天捕鱼电玩版,聚享游,功夫鸡,享玩,醉天下,多游
133,水果盛宴大狂欢,爱变现,麻小宝,聚享游,小猪酷跑,享玩,功夫鸡,多游
134,天天捕鱼电玩版,爱变现,小猪酷跑,聚享游,红心斗地主,多游,水果武士,享玩
135,疯狂水果城,爱变现,梦幻水果,聚享游,水果联盟,多游,天天捕鱼电玩版,享玩
136,醉天下,爱变现,疯狂的拍打,聚享游,特工使命,多游,水果武士,享玩
137,别吃鸡,爱变现,勇者阿信,聚享游,醉天下,多游,梦幻千炮捕鱼,享玩
138,6677捕鱼,爱变现,水果联盟,聚享游,特工使命,多游,功夫鸡,享玩
139,奇奇乐捕鱼,爱变现,水果武士,聚享游,特工使命,多游,小猪酷跑,享玩
140,勇者阿信,爱变现,八向箭头,聚享游,爱玩斗地主,多游,特工使命,享玩
141,触玩斗地主,爱变现,水果盛宴大狂欢,聚享游,别吃鸡,多游,梦幻水果,享玩
142,触玩斗地主,爱变现,欢乐消水果,聚享游,聚乐斗地主或美女斗地主,多游,麻小宝,享玩
143,疯狂水果城,爱变现,疯狂的拍打,聚享游,大富翁电玩捕鱼,多游,爱玩斗地主,享玩
144,水果盛宴大狂欢,爱变现,聚乐斗地主或美女斗地主,聚享游,水果武士,多游,欢乐水果,享玩
145,6677捕鱼,爱变现,八向箭头,聚享游,爱玩斗地主,多游,水果联盟,享玩
146,欢乐水果,爱变现,暴击联盟,聚享游,醉天下,多游,水果武士,享玩
147,别吃鸡,爱变现,暴击联盟,聚享游,欢乐水果,多游,疯狂的拍打,享玩
148,疯狂水果城,爱变现,欢乐消水果,聚享游,醉天下,多游,幻想小勇士,享玩
149,红心斗地主,爱变现,水果武士,聚享游,疯狂水果城,多游,功夫鸡,享玩
150,梦幻水果,爱变现,水果联盟,聚享游,6677捕鱼,多游,红心斗地主,享玩
151,水果盛宴大狂欢,爱变现,功夫鸡,聚享游,疯狂水果,多游,爱玩斗地主,享玩
152,水果联盟,爱变现,西游战记,聚享游,暴击联盟,多游,功夫鸡,享玩
153,触玩斗地主,爱变现,勇者阿信,聚享游,幻想小勇士,多游,别吃鸡,享玩
154,别吃鸡,爱变现,暴击联盟,聚享游,幻想小勇士,多游,西游战记,享玩
155,奇奇乐捕鱼,爱变现,西游战记,聚享游,欢乐水果,多游,天天捕鱼电玩版,享玩
156,水果联盟,爱变现,天天捕鱼电玩版,聚享游,欢乐水果,多游,红心斗地主,享玩
157,奇奇乐捕鱼,爱变现,特工使命,聚享游,触玩斗地主,多游,水果武士,享玩
158,勇者阿信,爱变现,功夫鸡,聚享游,特工使命,多游,麻小宝,享玩
159,梦幻水果,爱变现,麻小宝,聚享游,红心斗地主,多游,功夫鸡,享玩
160,水果联盟,爱变现,梦幻水果,聚享游,功夫鸡,多游,西游战记,享玩
161,醉天下,爱变现,幻想小勇士,聚享游,西游战记,多游,暴击联盟,享玩
162,勇者阿信,爱变现,聚乐斗地主或美女斗地主,聚享游,暴击联盟,多游,小猪酷跑,享玩
163,欢乐水果,爱变现,暴击联盟,聚享游,水果联盟,多游,麻小宝,享玩
164,水果盛宴大狂欢,爱变现,醉天下,聚享游,八向箭头,多游,勇者阿信,享玩
165,水果联盟,爱变现,天天捕鱼电玩版,聚享游,暴击联盟,多游,红心斗地主,享玩
166,暴击联盟,爱变现,八向箭头,聚享游,6677捕鱼,多游,欢乐水果,享玩
167,梦幻水果,爱变现,暴击联盟,聚享游,别吃鸡,多游,八向箭头,享玩
168,聚乐斗地主或美女斗地主,爱变现,天天捕鱼电玩版,聚享游,西游战记,多游,疯狂水果城,享玩
169,欢乐水果,爱变现,梦幻水果,聚享游,捕鱼来了街机版,多游,八向箭头,享玩
170,疯狂的拍打,爱变现,天天捕鱼电玩版,聚享游,幻想小勇士,多游,聚乐斗地主或美女斗地主,享玩
171,聚乐斗地主或美女斗地主,爱变现,幻想小勇士,聚享游,醉天下,多游,水果联盟,享玩
172,欢乐消水果,爱变现,西游战记,聚享游,梦幻千炮捕鱼,多游,勇者阿信,享玩
173,醉天下,爱变现,欢乐消水果,聚享游,大富翁电玩捕鱼,多游,触玩斗地主,享玩
174,触玩斗地主,爱变现,小猪酷跑,聚享游,爱玩斗地主,多游,欢乐消水果,享玩
175,欢乐消水果,爱变现,特工使命,聚享游,幻想小勇士,多游,水果武士,享玩
176,别吃鸡,爱变现,疯狂水果城,聚享游,捕鱼来了街机版,多游,欢乐消水果,享玩
177,水果盛宴大狂欢,爱变现,勇者阿信,聚享游,暴击联盟,享玩,欢乐水果,多游
178,欢乐消水果,爱变现,西游战记,聚享游,醉天下,享玩,幻想小勇士,多游
179,水果武士,爱变现,暴击联盟,聚享游,麻小宝,享玩,疯狂水果,多游
180,水果武士,爱变现,西游战记,聚享游,梦幻水果,享玩,八向箭头,多游
