用户id,游戏1,平台1,游戏2,平台2,游戏3,平台3,游戏4,平台4,游戏5,平台5,游戏6,平台6,游戏7,平台7,游戏8,平台8
481,欢乐水果,聚享游,6677捕鱼,爱变现,勇者阿信,享玩,别吃鸡,多游
482,爱玩斗地主,聚享游,疯狂的拍打,爱变现,八向箭头,享玩,水果联盟,多游
483,小猪酷跑,聚享游,欢乐水果,爱变现,梦幻千炮捕鱼,享玩,幻想小勇士,多游
484,欢乐消水果,聚享游,梦幻水果,爱变现,疯狂水果城,享玩,特工使命,多游
485,麻小宝,聚享游,红心斗地主,爱变现,水果联盟,享玩,疯狂水果,多游
486,暴击联盟,聚享游,6677捕鱼,爱变现,欢乐消水果,享玩,大富翁电玩捕鱼,多游
487,疯狂水果,聚享游,疯狂水果城,爱变现,聚乐斗地主或美女斗地主,享玩,梦幻千炮捕鱼,多游
488,聚乐斗地主或美女斗地主,聚享游,勇者阿信,爱变现,麻小宝,享玩,醉天下,多游
489,聚乐斗地主或美女斗地主,聚享游,奇奇乐捕鱼,爱变现,触玩斗地主,享玩,疯狂水果城,多游
490,天天捕鱼电玩版,聚享游,疯狂的拍打,爱变现,爱玩斗地主,享玩,6677捕鱼,多游
491,天天捕鱼电玩版,聚享游,欢乐水果,爱变现,水果联盟,享玩,西游战记,多游
492,欢乐水果,聚享游,疯狂水果,爱变现,水果武士,享玩,西游战记,多游
493,欢乐水果,爱变现,暴击联盟,聚享游,幻想小勇士,享玩,聚乐斗地主或美女斗地主,多游
494,欢乐水果,爱变现,天天捕鱼电玩版,聚享游,梦幻千炮捕鱼,享玩,西游战记,多游
495,水果盛宴大狂欢,爱变现,水果武士,聚享游,疯狂水果,享玩,全民捕鱼电玩城,多游
496,梦幻水果,爱变现,疯狂的拍打,聚享游,欢乐水果,享玩,梦幻千炮捕鱼,多游
497,奇奇乐捕鱼,爱变现,八向箭头,聚享游,功夫鸡,享玩,疯狂水果城,多游
498,勇者阿信,爱变现,奇奇乐捕鱼,聚享游,梦幻千炮捕鱼,享玩,功夫鸡,多游
499,醉天下,爱变现,疯狂水果,聚享游,别吃鸡,享玩,捕鱼来了街机版,多游
500,暴击联盟,爱变现,疯狂水果,聚享游,幻想小勇士,享玩,特工使命,多游
501,水果武士,爱变现,疯狂的拍打,聚享游,疯狂水果,享玩,醉天下,多游
502,疯狂水果城,爱变现,小猪酷跑,聚享游,麻小宝,享玩,醉天下,多游
503,天天捕鱼电玩版,爱变现,水果联盟,聚享游,欢乐水果,享玩,八向箭头,多游
504,勇者阿信,爱变现,西游战记,聚享游,麻小宝,享玩,6677捕鱼,多游
505,勇者阿信,爱变现,聚乐斗地主或美女斗地主,聚享游,疯狂水果城,享玩,醉天下,多游
506,疯狂的拍打,爱变现,幻想小勇士,聚享游,天天捕鱼电玩版,享玩,疯狂水果,多游
507,触玩斗地主,爱变现,疯狂的拍打,聚享游,麻小宝,享玩,聚乐斗地主或美女斗地主,多游
508,暴击联盟,爱变现,特工使命,聚享游,聚乐斗地主或美女斗地主,享玩,疯狂的拍打,多游
509,触玩斗地主,爱变现,疯狂水果,聚享游,别吃鸡,享玩,6677捕鱼,多游
510,欢乐水果,爱变现,特工使命,聚享游,功夫鸡,享玩,6677捕鱼,多游
511,水果联盟,爱变现,暴击联盟,聚享游,天天捕鱼电玩版,享玩,特工使命,多游
512,水果联盟,爱变现,欢乐水果,聚享游,疯狂水果城,享玩,梦幻千炮捕鱼,多游
513,疯狂的拍打,爱变现,醉天下,聚享游,麻小宝,享玩,水果武士,多游
514,欢乐消水果,爱变现,暴击联盟,聚享游,触玩斗地主,享玩,6677捕鱼,多游
515,红心斗地主,爱变现,麻小宝,聚享游,八向箭头,享玩,疯狂水果,多游
516,触玩斗地主,爱变现,梦幻水果,聚享游,疯狂的拍打,享玩,捕鱼来了街机版,多游
517,红心斗地主,爱变现,天天捕鱼电玩版,聚享游,疯狂的拍打,享玩,捕鱼来了街机版,多游
518,水果联盟,爱变现,天天捕鱼电玩版,聚享游,暴击联盟,享玩,捕鱼来了街机版,多游
519,水果联盟,爱变现,西游战记,聚享游,暴击联盟,享玩,醉天下,多游
520,梦幻水果,爱变现,奇奇乐捕鱼,聚享游,小猪酷跑,享玩,特工使命,多游
521,别吃鸡,爱变现,天天捕鱼电玩版,聚享游,水果盛宴大狂欢,享玩,幻想小勇士,多游
522,欢乐消水果,爱变现,水果武士,聚享游,小猪酷跑,享玩,醉天下,多游
523,疯狂水果,爱变现,勇者阿信,聚享游,疯狂水果城,享玩,功夫鸡,多游
524,欢乐消水果,爱变现,水果联盟,聚享游,爱玩斗地主,享玩,别吃鸡,多游
525,天天捕鱼电玩版,爱变现,梦幻水果,聚享游,功夫鸡,享玩,欢乐消水果,多游
526,别吃鸡,爱变现,疯狂水果,聚享游,梦幻水果,享玩,奇奇乐捕鱼,多游
527,别吃鸡,爱变现,疯狂水果城,聚享游,红心斗地主,享玩,梦幻千炮捕鱼,多游
528,暴击联盟,爱变现,麻小宝,聚享游,欢乐水果,享玩,6677捕鱼,多游
529,红心斗地主,爱变现,欢乐消水果,聚享游,别吃鸡,享玩,6677捕鱼,多游
530,水果盛宴大狂欢,爱变现,麻小宝,聚享游,触玩斗地主,享玩,八向箭头,多游
531,别吃鸡,爱变现,聚乐斗地主或美女斗地主,聚享游,麻小宝,享玩,八向箭头,多游
532,欢乐消水果,爱变现,小猪酷跑,聚享游,八向箭头,享玩,聚乐斗地主或美女斗地主,多游
533,别吃鸡,爱变现,特工使命,聚享游,触玩斗地主,享玩,八向箭头,多游
534,疯狂水果,爱变现,水果武士,聚享游,勇者阿信,享玩,聚乐斗地主或美女斗地主,多游
535,梦幻水果,爱变现,天天捕鱼电玩版,聚享游,欢乐消水果,享玩,红心斗地主,多游
