用户id,游戏1,平台1,游戏2,平台2,游戏3,平台3,游戏4,平台4,游戏5,平台5,游戏6,平台6,游戏7,平台7,游戏8,平台8
301,醉天下,爱变现,西游战记,聚享游,疯狂水果,享玩,疯狂的拍打,多游
302,天天捕鱼电玩版,爱变现,梦幻水果,聚享游,聚乐斗地主或美女斗地主,享玩,奇奇乐捕鱼,多游
303,红心斗地主,爱变现,勇者阿信,聚享游,天天捕鱼电玩版,享玩,6677捕鱼,多游
304,别吃鸡,爱变现,欢乐水果,聚享游,欢乐消水果,享玩,大富翁电玩捕鱼,多游
305,红心斗地主,爱变现,水果联盟,聚享游,醉天下,享玩,欢乐水果,多游
306,聚乐斗地主或美女斗地主,爱变现,特工使命,聚享游,别吃鸡,享玩,欢乐水果,多游
307,疯狂水果,爱变现,特工使命,聚享游,天天捕鱼电玩版,享玩,触玩斗地主,多游
308,暴击联盟,爱变现,奇奇乐捕鱼,聚享游,欢乐水果,享玩,疯狂的拍打,多游
309,聚乐斗地主或美女斗地主,爱变现,特工使命,聚享游,疯狂水果城,享玩,红心斗地主,多游
310,天天捕鱼电玩版,爱变现,欢乐消水果,聚享游,疯狂水果,享玩,大富翁电玩捕鱼,多游
311,红心斗地主,爱变现,聚乐斗地主或美女斗地主,聚享游,水果盛宴大狂欢,享玩,暴击联盟,多游
312,欢乐水果,爱变现,聚乐斗地主或美女斗地主,聚享游,欢乐消水果,享玩,暴击联盟,多游
313,奇奇乐捕鱼,爱变现,疯狂水果,聚享游,八向箭头,享玩,触玩斗地主,多游
314,暴击联盟,爱变现,水果盛宴大狂欢,聚享游,疯狂的拍打,享玩,小猪酷跑,多游
315,梦幻水果,爱变现,聚乐斗地主或美女斗地主,聚享游,功夫鸡,享玩,疯狂水果城,多游
316,梦幻水果,爱变现,爱玩斗地主,聚享游,欢乐水果,享玩,触玩斗地主,多游
317,疯狂的拍打,爱变现,功夫鸡,聚享游,暴击联盟,享玩,全民捕鱼电玩城,多游
318,6677捕鱼,爱变现,西游战记,聚享游,欢乐水果,享玩,大富翁电玩捕鱼,多游
319,勇者阿信,爱变现,爱玩斗地主,聚享游,西游战记,享玩,幻想小勇士,多游
320,醉天下,爱变现,爱玩斗地主,聚享游,触玩斗地主,享玩,奇奇乐捕鱼,多游
321,水果盛宴大狂欢,爱变现,水果联盟,聚享游,暴击联盟,享玩,小猪酷跑,多游
322,疯狂水果,爱变现,天天捕鱼电玩版,聚享游,疯狂的拍打,享玩,暴击联盟,多游
323,疯狂水果,爱变现,小猪酷跑,聚享游,天天捕鱼电玩版,享玩,疯狂水果城,多游
324,水果武士,爱变现,八向箭头,聚享游,疯狂的拍打,享玩,疯狂水果,多游
325,奇奇乐捕鱼,爱变现,水果盛宴大狂欢,聚享游,疯狂的拍打,享玩,疯狂水果城,多游
326,水果联盟,爱变现,疯狂水果,聚享游,暴击联盟,享玩,水果武士,多游
327,水果武士,爱变现,特工使命,聚享游,疯狂水果,享玩,红心斗地主,多游
328,欢乐消水果,爱变现,疯狂水果城,聚享游,特工使命,享玩,西游战记,多游
329,6677捕鱼,爱变现,水果武士,聚享游,西游战记,享玩,梦幻千炮捕鱼,多游
330,天天捕鱼电玩版,爱变现,欢乐水果,聚享游,水果盛宴大狂欢,享玩,疯狂的拍打,多游
331,触玩斗地主,爱变现,西游战记,聚享游,水果联盟,享玩,疯狂的拍打,多游
332,6677捕鱼,爱变现,奇奇乐捕鱼,聚享游,触玩斗地主,享玩,欢乐消水果,多游
333,天天捕鱼电玩版,爱变现,功夫鸡,聚享游,八向箭头,享玩,疯狂水果城,多游
334,欢乐水果,爱变现,疯狂的拍打,聚享游,暴击联盟,享玩,功夫鸡,多游
335,醉天下,爱变现,奇奇乐捕鱼,聚享游,疯狂水果城,享玩,全民捕鱼电玩城,多游
336,勇者阿信,爱变现,水果联盟,聚享游,西游战记,享玩,特工使命,多游
337,别吃鸡,爱变现,疯狂水果城,聚享游,八向箭头,享玩,水果联盟,多游
338,梦幻水果,爱变现,爱玩斗地主,聚享游,西游战记,享玩,6677捕鱼,多游
339,水果武士,爱变现,水果联盟,聚享游,聚乐斗地主或美女斗地主,享玩,触玩斗地主,多游
340,疯狂水果,爱变现,梦幻水果,聚享游,暴击联盟,享玩,水果联盟,多游
341,梦幻水果,爱变现,疯狂水果,聚享游,聚乐斗地主或美女斗地主,享玩,水果联盟,多游
