用户id,游戏1,平台1,游戏2,平台2,游戏3,平台3,游戏4,平台4,游戏5,平台5,游戏6,平台6,游戏7,平台7,游戏8,平台8
241,水果联盟,爱变现,醉天下,聚享游,麻小宝,享玩,疯狂水果城,多游
242,别吃鸡,爱变现,欢乐水果,聚享游,小猪酷跑,享玩,水果联盟,多游
243,天天捕鱼电玩版,爱变现,八向箭头,聚享游,幻想小勇士,享玩,聚乐斗地主或美女斗地主,多游
244,红心斗地主,爱变现,疯狂水果城,聚享游,勇者阿信,享玩,水果武士,多游
245,天天捕鱼电玩版,爱变现,八向箭头,聚享游,别吃鸡,享玩,疯狂水果,多游
246,梦幻水果,爱变现,奇奇乐捕鱼,聚享游,西游战记,享玩,别吃鸡,多游
247,聚乐斗地主或美女斗地主,爱变现,奇奇乐捕鱼,聚享游,梦幻水果,享玩,疯狂水果城,多游
248,水果联盟,爱变现,西游战记,聚享游,小猪酷跑,享玩,聚乐斗地主或美女斗地主,多游
249,聚乐斗地主或美女斗地主,爱变现,小猪酷跑,聚享游,别吃鸡,享玩,欢乐消水果,多游
250,醉天下,爱变现,天天捕鱼电玩版,聚享游,触玩斗地主,享玩,奇奇乐捕鱼,多游
251,水果盛宴大狂欢,爱变现,功夫鸡,聚享游,水果武士,享玩,疯狂水果城,多游
252,聚乐斗地主或美女斗地主,爱变现,水果盛宴大狂欢,聚享游,触玩斗地主,享玩,功夫鸡,多游
253,水果武士,爱变现,八向箭头,聚享游,梦幻水果,享玩,爱玩斗地主,多游
254,梦幻水果,爱变现,欢乐消水果,聚享游,八向箭头,享玩,欢乐水果,多游
255,水果联盟,爱变现,水果武士,聚享游,醉天下,享玩,全民捕鱼电玩城,多游
256,水果盛宴大狂欢,爱变现,特工使命,聚享游,小猪酷跑,享玩,捕鱼来了街机版,多游
257,勇者阿信,爱变现,疯狂水果,聚享游,聚乐斗地主或美女斗地主,享玩,爱玩斗地主,多游
258,醉天下,爱变现,小猪酷跑,聚享游,疯狂的拍打,享玩,捕鱼来了街机版,多游
259,暴击联盟,爱变现,奇奇乐捕鱼,聚享游,麻小宝,享玩,爱玩斗地主,多游
260,天天捕鱼电玩版,爱变现,疯狂水果城,聚享游,勇者阿信,享玩,欢乐水果,多游
261,红心斗地主,爱变现,水果武士,聚享游,疯狂水果城,享玩,疯狂的拍打,多游
262,别吃鸡,爱变现,欢乐水果,聚享游,红心斗地主,享玩,爱玩斗地主,多游
263,疯狂的拍打,爱变现,欢乐水果,聚享游,暴击联盟,享玩,全民捕鱼电玩城,多游
264,疯狂水果,爱变现,幻想小勇士,聚享游,欢乐水果,享玩,大富翁电玩捕鱼,多游
265,疯狂的拍打,爱变现,疯狂水果,聚享游,欢乐水果,多游,聚乐斗地主或美女斗地主,享玩
266,暴击联盟,爱变现,功夫鸡,聚享游,疯狂水果城,多游,触玩斗地主,享玩
267,别吃鸡,爱变现,水果盛宴大狂欢,聚享游,红心斗地主,享玩,梦幻千炮捕鱼,多游
268,红心斗地主,爱变现,小猪酷跑,聚享游,聚乐斗地主或美女斗地主,享玩,疯狂的拍打,多游
269,水果盛宴大狂欢,爱变现,欢乐水果,聚享游,特工使命,享玩,梦幻千炮捕鱼,多游
270,疯狂水果,爱变现,小猪酷跑,聚享游,暴击联盟,享玩,欢乐水果,多游
271,疯狂的拍打,爱变现,勇者阿信,聚享游,聚乐斗地主或美女斗地主,享玩,特工使命,多游
272,疯狂水果,爱变现,功夫鸡,聚享游,幻想小勇士,享玩,疯狂水果城,多游
273,触玩斗地主,爱变现,八向箭头,聚享游,西游战记,享玩,醉天下,多游
274,醉天下,爱变现,麻小宝,聚享游,勇者阿信,享玩,红心斗地主,多游
275,天天捕鱼电玩版,爱变现,醉天下,聚享游,别吃鸡,享玩,西游战记,多游
276,疯狂水果城,爱变现,麻小宝,聚享游,水果武士,享玩,聚乐斗地主或美女斗地主,多游
277,聚乐斗地主或美女斗地主,爱变现,疯狂水果城,聚享游,麻小宝,享玩,梦幻千炮捕鱼,多游
278,水果盛宴大狂欢,爱变现,功夫鸡,聚享游,梦幻水果,享玩,捕鱼来了街机版,多游
279,欢乐消水果,爱变现,幻想小勇士,聚享游,疯狂水果城,享玩,水果武士,多游
280,奇奇乐捕鱼,爱变现,幻想小勇士,聚享游,梦幻千炮捕鱼,享玩,特工使命,多游
281,6677捕鱼,爱变现,水果盛宴大狂欢,聚享游,八向箭头,享玩,聚乐斗地主或美女斗地主,多游
282,6677捕鱼,爱变现,功夫鸡,聚享游,疯狂水果城,享玩,梦幻千炮捕鱼,多游
283,欢乐水果,爱变现,幻想小勇士,聚享游,西游战记,享玩,全民捕鱼电玩城,多游
284,聚乐斗地主或美女斗地主,爱变现,欢乐水果,聚享游,功夫鸡,享玩,小猪酷跑,多游
285,红心斗地主,爱变现,八向箭头,聚享游,触玩斗地主,享玩,暴击联盟,多游
286,别吃鸡,爱变现,疯狂的拍打,聚享游,水果盛宴大狂欢,享玩,功夫鸡,多游
287,疯狂水果,爱变现,勇者阿信,聚享游,水果盛宴大狂欢,享玩,捕鱼来了街机版,多游
288,水果盛宴大狂欢,爱变现,疯狂水果,聚享游,特工使命,享玩,梦幻千炮捕鱼,多游
289,欢乐消水果,爱变现,水果武士,聚享游,触玩斗地主,享玩,聚乐斗地主或美女斗地主,多游
290,奇奇乐捕鱼,爱变现,梦幻水果,聚享游,疯狂水果,享玩,水果武士,多游
291,聚乐斗地主或美女斗地主,爱变现,疯狂水果,聚享游,梦幻千炮捕鱼,享玩,触玩斗地主,多游
292,水果武士,爱变现,功夫鸡,聚享游,醉天下,享玩,暴击联盟,多游
293,疯狂水果城,爱变现,小猪酷跑,聚享游,水果武士,享玩,爱玩斗地主,多游
294,触玩斗地主,爱变现,水果盛宴大狂欢,聚享游,水果联盟,享玩,水果武士,多游
295,水果武士,爱变现,特工使命,聚享游,水果联盟,享玩,红心斗地主,多游
296,疯狂水果,爱变现,爱玩斗地主,聚享游,特工使命,享玩,6677捕鱼,多游
297,6677捕鱼,爱变现,疯狂水果,聚享游,天天捕鱼电玩版,享玩,小猪酷跑,多游
298,欢乐消水果,爱变现,天天捕鱼电玩版,聚享游,水果联盟,享玩,爱玩斗地主,多游
299,梦幻水果,爱变现,水果武士,聚享游,疯狂水果城,享玩,功夫鸡,多游
300,欢乐水果,爱变现,暴击联盟,聚享游,勇者阿信,享玩,水果联盟,多游
